"Numero_observation";"Code_postal";"Espece";"Humidite_sol";"Difficulte_enfoncer_crayon";"Environnement";"Placette";"Nombre_individus"
98630;"61300";"Endogé";"engorge";"tres_facile";"Rural";2;0
98630;"61300";"Endogé";"engorge";"tres_facile";"Rural";3;0
98630;"61300";"Epigé";"engorge";"tres_facile";"Rural";1;0
98630;"61300";"Epigé";"engorge";"tres_facile";"Rural";2;0
98630;"61300";"Epigé";"engorge";"tres_facile";"Rural";3;0
98748;"06160";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";1;0
98748;"06160";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";2;0
98748;"06160";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";3;0
98748;"06160";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";1;0
98748;"06160";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";2;0
98748;"06160";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";3;0
98748;"06160";"Endogé";"engorge";"tres_facile";"Péri-urbain";1;4
98748;"06160";"Endogé";"engorge";"tres_facile";"Péri-urbain";2;4
98748;"06160";"Endogé";"engorge";"tres_facile";"Péri-urbain";3;10
98748;"06160";"Epigé";"engorge";"tres_facile";"Péri-urbain";1;0
98748;"06160";"Epigé";"engorge";"tres_facile";"Péri-urbain";2;0
98748;"06160";"Epigé";"engorge";"tres_facile";"Péri-urbain";3;0
98815;"13120";"Anécique tête noire";"engorge";"facile";"Péri-urbain";1;1
98815;"13120";"Anécique tête noire";"engorge";"facile";"Péri-urbain";2;0
98815;"13120";"Anécique tête noire";"engorge";"facile";"Péri-urbain";3;0
98815;"13120";"Anécique tête rouge";"engorge";"facile";"Péri-urbain";1;11
98815;"13120";"Anécique tête rouge";"engorge";"facile";"Péri-urbain";2;0
98815;"13120";"Anécique tête rouge";"engorge";"facile";"Péri-urbain";3;0
98815;"13120";"Endogé";"engorge";"facile";"Péri-urbain";1;13
98815;"13120";"Endogé";"engorge";"facile";"Péri-urbain";2;0
98815;"13120";"Endogé";"engorge";"facile";"Péri-urbain";3;0
98815;"13120";"Epigé";"engorge";"facile";"Péri-urbain";1;3
98815;"13120";"Epigé";"engorge";"facile";"Péri-urbain";2;0
98815;"13120";"Epigé";"engorge";"facile";"Péri-urbain";3;0
98828;"62130";"Anécique tête noire";"humide";"difficile";"Péri-urbain";1;3
98828;"62130";"Anécique tête noire";"humide";"difficile";"Péri-urbain";2;6
98828;"62130";"Anécique tête noire";"humide";"difficile";"Péri-urbain";3;0
98828;"62130";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";1;10
98828;"62130";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";2;3
98828;"62130";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";3;5
98828;"62130";"Endogé";"humide";"difficile";"Péri-urbain";1;9
98828;"62130";"Endogé";"humide";"difficile";"Péri-urbain";2;3
98828;"62130";"Endogé";"humide";"difficile";"Péri-urbain";3;9
98828;"62130";"Epigé";"humide";"difficile";"Péri-urbain";1;3
98828;"62130";"Epigé";"humide";"difficile";"Péri-urbain";2;0
98828;"62130";"Epigé";"humide";"difficile";"Péri-urbain";3;0
98848;"93600";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";1;0
98848;"93600";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";2;0
98848;"93600";"Anécique tête noire";"engorge";"tres_facile";"Péri-urbain";3;0
98848;"93600";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";1;0
98848;"93600";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";2;0
98848;"93600";"Anécique tête rouge";"engorge";"tres_facile";"Péri-urbain";3;0
98848;"93600";"Endogé";"engorge";"tres_facile";"Péri-urbain";1;0
98848;"93600";"Endogé";"engorge";"tres_facile";"Péri-urbain";2;0
98848;"93600";"Endogé";"engorge";"tres_facile";"Péri-urbain";3;0
98848;"93600";"Epigé";"engorge";"tres_facile";"Péri-urbain";1;0
98848;"93600";"Epigé";"engorge";"tres_facile";"Péri-urbain";2;0
98848;"93600";"Epigé";"engorge";"tres_facile";"Péri-urbain";3;0
98862;"32800";"Anécique tête noire";"humide";"facile";"Urbain";1;5
98862;"32800";"Anécique tête noire";"humide";"facile";"Urbain";2;0
98862;"32800";"Anécique tête noire";"humide";"facile";"Urbain";3;0
98862;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";1;1
98862;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
98862;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
98862;"32800";"Endogé";"humide";"facile";"Urbain";1;6
98862;"32800";"Endogé";"humide";"facile";"Urbain";2;0
98862;"32800";"Endogé";"humide";"facile";"Urbain";3;0
98862;"32800";"Epigé";"humide";"facile";"Urbain";1;2
98862;"32800";"Epigé";"humide";"facile";"Urbain";2;0
98862;"32800";"Epigé";"humide";"facile";"Urbain";3;0
98863;"32800";"Anécique tête noire";"humide";"facile";"Urbain";1;0
98863;"32800";"Anécique tête noire";"humide";"facile";"Urbain";2;0
98863;"32800";"Anécique tête noire";"humide";"facile";"Urbain";3;0
98863;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";1;4
98863;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
98863;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
98863;"32800";"Endogé";"humide";"facile";"Urbain";1;12
98863;"32800";"Endogé";"humide";"facile";"Urbain";2;0
98863;"32800";"Endogé";"humide";"facile";"Urbain";3;0
98863;"32800";"Epigé";"humide";"facile";"Urbain";1;0
98863;"32800";"Epigé";"humide";"facile";"Urbain";2;0
98863;"32800";"Epigé";"humide";"facile";"Urbain";3;0
98864;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;1
98864;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
98864;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
98864;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;0
98864;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
98864;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
98864;"32800";"Endogé";"humide";"peu_difficile";"Urbain";1;0
98864;"32800";"Endogé";"humide";"peu_difficile";"Urbain";2;0
98864;"32800";"Endogé";"humide";"peu_difficile";"Urbain";3;0
98864;"32800";"Epigé";"humide";"peu_difficile";"Urbain";1;7
98864;"32800";"Epigé";"humide";"peu_difficile";"Urbain";2;0
98864;"32800";"Epigé";"humide";"peu_difficile";"Urbain";3;0
98865;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;1
98865;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
98865;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
98865;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;0
98865;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
98865;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
98865;"32800";"Endogé";"humide";"peu_difficile";"Urbain";1;1
98865;"32800";"Endogé";"humide";"peu_difficile";"Urbain";2;0
98865;"32800";"Endogé";"humide";"peu_difficile";"Urbain";3;0
98865;"32800";"Epigé";"humide";"peu_difficile";"Urbain";1;3
98865;"32800";"Epigé";"humide";"peu_difficile";"Urbain";2;0
98865;"32800";"Epigé";"humide";"peu_difficile";"Urbain";3;0
98866;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";1;2
98866;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98866;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98866;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";1;0
98866;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98866;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98866;"32800";"Endogé";"engorge";"facile";"Urbain";1;4
98866;"32800";"Endogé";"engorge";"facile";"Urbain";2;0
98866;"32800";"Endogé";"engorge";"facile";"Urbain";3;0
98866;"32800";"Epigé";"engorge";"facile";"Urbain";1;8
98866;"32800";"Epigé";"engorge";"facile";"Urbain";2;0
98866;"32800";"Epigé";"engorge";"facile";"Urbain";3;0
98879;"32800";"Anécique tête noire";"humide";"tres_facile";"Urbain";1;0
98879;"32800";"Anécique tête noire";"humide";"tres_facile";"Urbain";2;0
98879;"32800";"Anécique tête noire";"humide";"tres_facile";"Urbain";3;0
98879;"32800";"Anécique tête rouge";"humide";"tres_facile";"Urbain";1;0
98879;"32800";"Anécique tête rouge";"humide";"tres_facile";"Urbain";2;0
98879;"32800";"Anécique tête rouge";"humide";"tres_facile";"Urbain";3;0
98879;"32800";"Endogé";"humide";"tres_facile";"Urbain";1;38
98879;"32800";"Endogé";"humide";"tres_facile";"Urbain";2;0
98879;"32800";"Endogé";"humide";"tres_facile";"Urbain";3;0
98879;"32800";"Epigé";"humide";"tres_facile";"Urbain";1;0
98879;"32800";"Epigé";"humide";"tres_facile";"Urbain";2;0
98879;"32800";"Epigé";"humide";"tres_facile";"Urbain";3;0
98880;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";1;0
98880;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98880;"32800";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98880;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";1;1
98880;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98880;"32800";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98880;"32800";"Endogé";"engorge";"facile";"Urbain";1;5
98880;"32800";"Endogé";"engorge";"facile";"Urbain";2;0
98880;"32800";"Endogé";"engorge";"facile";"Urbain";3;0
98880;"32800";"Epigé";"engorge";"facile";"Urbain";1;0
98880;"32800";"Epigé";"engorge";"facile";"Urbain";2;0
98880;"32800";"Epigé";"engorge";"facile";"Urbain";3;0
98881;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;7
98881;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
98881;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
98881;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;10
98881;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
98881;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
98881;"32800";"Endogé";"humide";"peu_difficile";"Urbain";1;0
98881;"32800";"Endogé";"humide";"peu_difficile";"Urbain";2;0
98881;"32800";"Endogé";"humide";"peu_difficile";"Urbain";3;0
98881;"32800";"Epigé";"humide";"peu_difficile";"Urbain";1;6
98881;"32800";"Epigé";"humide";"peu_difficile";"Urbain";2;0
98881;"32800";"Epigé";"humide";"peu_difficile";"Urbain";3;0
98883;"92700";"Anécique tête noire";"engorge";"tres_facile";"Urbain";1;1
98883;"92700";"Anécique tête noire";"engorge";"tres_facile";"Urbain";2;2
98883;"92700";"Anécique tête noire";"engorge";"tres_facile";"Urbain";3;0
98883;"92700";"Anécique tête rouge";"engorge";"tres_facile";"Urbain";1;2
98883;"92700";"Anécique tête rouge";"engorge";"tres_facile";"Urbain";2;4
98883;"92700";"Anécique tête rouge";"engorge";"tres_facile";"Urbain";3;4
98883;"92700";"Endogé";"engorge";"tres_facile";"Urbain";1;14
98883;"92700";"Endogé";"engorge";"tres_facile";"Urbain";2;33
98883;"92700";"Endogé";"engorge";"tres_facile";"Urbain";3;34
98883;"92700";"Epigé";"engorge";"tres_facile";"Urbain";1;23
98883;"92700";"Epigé";"engorge";"tres_facile";"Urbain";2;43
98883;"92700";"Epigé";"engorge";"tres_facile";"Urbain";3;46
98906;"87230";"Anécique tête noire";"humide";"facile";"Rural";1;1
98906;"87230";"Anécique tête noire";"humide";"facile";"Rural";2;1
98906;"87230";"Anécique tête noire";"humide";"facile";"Rural";3;3
98906;"87230";"Anécique tête rouge";"humide";"facile";"Rural";1;3
98906;"87230";"Anécique tête rouge";"humide";"facile";"Rural";2;6
98906;"87230";"Anécique tête rouge";"humide";"facile";"Rural";3;0
98906;"87230";"Endogé";"humide";"facile";"Rural";1;10
98906;"87230";"Endogé";"humide";"facile";"Rural";2;10
98906;"87230";"Endogé";"humide";"facile";"Rural";3;0
98906;"87230";"Epigé";"humide";"facile";"Rural";1;3
98906;"87230";"Epigé";"humide";"facile";"Rural";2;12
98906;"87230";"Epigé";"humide";"facile";"Rural";3;0
98908;"33600";"Anécique tête noire";"humide";"tres_facile";"Péri-urbain";1;0
98908;"33600";"Anécique tête noire";"humide";"tres_facile";"Péri-urbain";2;0
98908;"33600";"Anécique tête noire";"humide";"tres_facile";"Péri-urbain";3;0
98908;"33600";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";1;0
98908;"33600";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";2;0
98908;"33600";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";3;0
98908;"33600";"Endogé";"humide";"tres_facile";"Péri-urbain";1;0
98908;"33600";"Endogé";"humide";"tres_facile";"Péri-urbain";2;0
98908;"33600";"Endogé";"humide";"tres_facile";"Péri-urbain";3;0
98908;"33600";"Epigé";"humide";"tres_facile";"Péri-urbain";1;5
98908;"33600";"Epigé";"humide";"tres_facile";"Péri-urbain";2;0
98908;"33600";"Epigé";"humide";"tres_facile";"Péri-urbain";3;0
98909;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";1;0
98909;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";2;0
98909;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";3;0
98909;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";1;10
98909;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";2;0
98909;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";3;0
98909;"33600";"Endogé";"humide";"facile";"Péri-urbain";1;0
98909;"33600";"Endogé";"humide";"facile";"Péri-urbain";2;0
98909;"33600";"Endogé";"humide";"facile";"Péri-urbain";3;0
98909;"33600";"Epigé";"humide";"facile";"Péri-urbain";1;1
98909;"33600";"Epigé";"humide";"facile";"Péri-urbain";2;0
98909;"33600";"Epigé";"humide";"facile";"Péri-urbain";3;0
98910;"33600";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";1;0
98910;"33600";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";2;0
98910;"33600";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";3;0
98910;"33600";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";1;0
98910;"33600";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";2;0
98910;"33600";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";3;0
98910;"33600";"Endogé";"engorge";"peu_difficile";"Péri-urbain";1;0
98910;"33600";"Endogé";"engorge";"peu_difficile";"Péri-urbain";2;0
98910;"33600";"Endogé";"engorge";"peu_difficile";"Péri-urbain";3;0
98910;"33600";"Epigé";"engorge";"peu_difficile";"Péri-urbain";1;7
98910;"33600";"Epigé";"engorge";"peu_difficile";"Péri-urbain";2;0
98910;"33600";"Epigé";"engorge";"peu_difficile";"Péri-urbain";3;0
98911;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";1;0
98911;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";2;0
98911;"33600";"Anécique tête noire";"humide";"facile";"Péri-urbain";3;0
98911;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";1;3
98911;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";2;0
98911;"33600";"Anécique tête rouge";"humide";"facile";"Péri-urbain";3;0
98911;"33600";"Endogé";"humide";"facile";"Péri-urbain";1;0
98911;"33600";"Endogé";"humide";"facile";"Péri-urbain";2;0
98911;"33600";"Endogé";"humide";"facile";"Péri-urbain";3;0
98911;"33600";"Epigé";"humide";"facile";"Péri-urbain";1;0
98911;"33600";"Epigé";"humide";"facile";"Péri-urbain";2;0
98911;"33600";"Epigé";"humide";"facile";"Péri-urbain";3;0
98919;"33360";"Anécique tête noire";"humide";"peu_difficile";"Péri-urbain";1;1
98919;"33360";"Anécique tête noire";"humide";"peu_difficile";"Péri-urbain";2;0
98919;"33360";"Anécique tête noire";"humide";"peu_difficile";"Péri-urbain";3;0
98919;"33360";"Anécique tête rouge";"humide";"peu_difficile";"Péri-urbain";1;1
98919;"33360";"Anécique tête rouge";"humide";"peu_difficile";"Péri-urbain";2;0
98919;"33360";"Anécique tête rouge";"humide";"peu_difficile";"Péri-urbain";3;0
98919;"33360";"Endogé";"humide";"peu_difficile";"Péri-urbain";1;0
98919;"33360";"Endogé";"humide";"peu_difficile";"Péri-urbain";2;0
98919;"33360";"Endogé";"humide";"peu_difficile";"Péri-urbain";3;0
98919;"33360";"Epigé";"humide";"peu_difficile";"Péri-urbain";1;1
98919;"33360";"Epigé";"humide";"peu_difficile";"Péri-urbain";2;0
98919;"33360";"Epigé";"humide";"peu_difficile";"Péri-urbain";3;0
98922;"92270";"Anécique tête noire";"engorge";"facile";"Urbain";1;7
98922;"92270";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98922;"92270";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98922;"92270";"Anécique tête rouge";"engorge";"facile";"Urbain";1;11
98922;"92270";"Anécique tête rouge";"engorge";"facile";"Urbain";2;15
98922;"92270";"Anécique tête rouge";"engorge";"facile";"Urbain";3;13
98922;"92270";"Endogé";"engorge";"facile";"Urbain";1;0
98922;"92270";"Endogé";"engorge";"facile";"Urbain";2;0
98922;"92270";"Endogé";"engorge";"facile";"Urbain";3;0
98922;"92270";"Epigé";"engorge";"facile";"Urbain";1;0
98922;"92270";"Epigé";"engorge";"facile";"Urbain";2;0
98922;"92270";"Epigé";"engorge";"facile";"Urbain";3;0
98930;"33650";"Anécique tête noire";"sec";"peu_difficile";"Péri-urbain";1;0
98930;"33650";"Anécique tête noire";"sec";"peu_difficile";"Péri-urbain";2;0
98930;"33650";"Anécique tête noire";"sec";"peu_difficile";"Péri-urbain";3;0
98930;"33650";"Anécique tête rouge";"sec";"peu_difficile";"Péri-urbain";1;2
98930;"33650";"Anécique tête rouge";"sec";"peu_difficile";"Péri-urbain";2;3
98930;"33650";"Anécique tête rouge";"sec";"peu_difficile";"Péri-urbain";3;0
98930;"33650";"Endogé";"sec";"peu_difficile";"Péri-urbain";1;1
98930;"33650";"Endogé";"sec";"peu_difficile";"Péri-urbain";2;0
98930;"33650";"Endogé";"sec";"peu_difficile";"Péri-urbain";3;0
98930;"33650";"Epigé";"sec";"peu_difficile";"Péri-urbain";1;2
98930;"33650";"Epigé";"sec";"peu_difficile";"Péri-urbain";2;5
98930;"33650";"Epigé";"sec";"peu_difficile";"Péri-urbain";3;0
98942;"33990";"Anécique tête noire";"sec";"facile";"Rural";1;0
98942;"33990";"Anécique tête noire";"sec";"facile";"Rural";2;0
98942;"33990";"Anécique tête noire";"sec";"facile";"Rural";3;0
98942;"33990";"Anécique tête rouge";"sec";"facile";"Rural";1;2
98942;"33990";"Anécique tête rouge";"sec";"facile";"Rural";2;8
98942;"33990";"Anécique tête rouge";"sec";"facile";"Rural";3;0
98942;"33990";"Endogé";"sec";"facile";"Rural";1;1
98942;"33990";"Endogé";"sec";"facile";"Rural";2;0
98942;"33990";"Endogé";"sec";"facile";"Rural";3;0
98942;"33990";"Epigé";"sec";"facile";"Rural";1;6
98942;"33990";"Epigé";"sec";"facile";"Rural";2;0
98942;"33990";"Epigé";"sec";"facile";"Rural";3;0
98943;"30480";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";1;9
98943;"30480";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";2;11
98943;"30480";"Anécique tête noire";"engorge";"peu_difficile";"Péri-urbain";3;0
98943;"30480";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";1;2
98943;"30480";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";2;2
98943;"30480";"Anécique tête rouge";"engorge";"peu_difficile";"Péri-urbain";3;0
98943;"30480";"Endogé";"engorge";"peu_difficile";"Péri-urbain";1;4
98943;"30480";"Endogé";"engorge";"peu_difficile";"Péri-urbain";2;2
98943;"30480";"Endogé";"engorge";"peu_difficile";"Péri-urbain";3;0
98943;"30480";"Epigé";"engorge";"peu_difficile";"Péri-urbain";1;1
98943;"30480";"Epigé";"engorge";"peu_difficile";"Péri-urbain";2;0
98943;"30480";"Epigé";"engorge";"peu_difficile";"Péri-urbain";3;0
98970;"92270";"Anécique tête noire";"humide";"facile";"Urbain";1;5
98970;"92270";"Anécique tête noire";"humide";"facile";"Urbain";2;6
98970;"92270";"Anécique tête noire";"humide";"facile";"Urbain";3;12
98970;"92270";"Anécique tête rouge";"humide";"facile";"Urbain";1;5
98970;"92270";"Anécique tête rouge";"humide";"facile";"Urbain";2;11
98970;"92270";"Anécique tête rouge";"humide";"facile";"Urbain";3;25
98970;"92270";"Endogé";"humide";"facile";"Urbain";1;1
98970;"92270";"Endogé";"humide";"facile";"Urbain";2;1
98970;"92270";"Endogé";"humide";"facile";"Urbain";3;6
98970;"92270";"Epigé";"humide";"facile";"Urbain";1;4
98970;"92270";"Epigé";"humide";"facile";"Urbain";2;1
98970;"92270";"Epigé";"humide";"facile";"Urbain";3;0
98971;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";1;7
98971;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";2;2
98971;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";3;0
98971;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";1;5
98971;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";2;4
98971;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";3;0
98971;"45500";"Endogé";"humide";"facile";"Péri-urbain";1;12
98971;"45500";"Endogé";"humide";"facile";"Péri-urbain";2;9
98971;"45500";"Endogé";"humide";"facile";"Péri-urbain";3;0
98971;"45500";"Epigé";"humide";"facile";"Péri-urbain";1;2
98971;"45500";"Epigé";"humide";"facile";"Péri-urbain";2;3
98971;"45500";"Epigé";"humide";"facile";"Péri-urbain";3;0
98972;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";1;8
98972;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";2;9
98972;"45500";"Anécique tête noire";"humide";"facile";"Péri-urbain";3;13
98972;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";1;2
98972;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";2;7
98972;"45500";"Anécique tête rouge";"humide";"facile";"Péri-urbain";3;9
98972;"45500";"Endogé";"humide";"facile";"Péri-urbain";1;6
98972;"45500";"Endogé";"humide";"facile";"Péri-urbain";2;11
98972;"45500";"Endogé";"humide";"facile";"Péri-urbain";3;15
98972;"45500";"Epigé";"humide";"facile";"Péri-urbain";1;3
98972;"45500";"Epigé";"humide";"facile";"Péri-urbain";2;0
98972;"45500";"Epigé";"humide";"facile";"Péri-urbain";3;0
98973;"33190";"Anécique tête noire";"engorge";"difficile";"Rural";1;3
98973;"33190";"Anécique tête noire";"engorge";"difficile";"Rural";2;0
98973;"33190";"Anécique tête noire";"engorge";"difficile";"Rural";3;0
98973;"33190";"Anécique tête rouge";"engorge";"difficile";"Rural";1;5
98973;"33190";"Anécique tête rouge";"engorge";"difficile";"Rural";2;6
98973;"33190";"Anécique tête rouge";"engorge";"difficile";"Rural";3;7
98973;"33190";"Endogé";"engorge";"difficile";"Rural";1;2
98973;"33190";"Endogé";"engorge";"difficile";"Rural";2;4
98973;"33190";"Endogé";"engorge";"difficile";"Rural";3;0
98973;"33190";"Epigé";"engorge";"difficile";"Rural";1;0
98973;"33190";"Epigé";"engorge";"difficile";"Rural";2;0
98973;"33190";"Epigé";"engorge";"difficile";"Rural";3;0
98975;"33400";"Anécique tête noire";"humide";"facile";"Urbain";1;0
98975;"33400";"Anécique tête noire";"humide";"facile";"Urbain";2;0
98975;"33400";"Anécique tête noire";"humide";"facile";"Urbain";3;0
98975;"33400";"Anécique tête rouge";"humide";"facile";"Urbain";1;0
98975;"33400";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
98975;"33400";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
98975;"33400";"Endogé";"humide";"facile";"Urbain";1;0
98975;"33400";"Endogé";"humide";"facile";"Urbain";2;0
98975;"33400";"Endogé";"humide";"facile";"Urbain";3;0
98975;"33400";"Epigé";"humide";"facile";"Urbain";1;0
98975;"33400";"Epigé";"humide";"facile";"Urbain";2;0
98975;"33400";"Epigé";"humide";"facile";"Urbain";3;0
98977;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";1;1
98977;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98977;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98977;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";1;2
98977;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98977;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98977;"33170";"Endogé";"engorge";"facile";"Urbain";1;3
98977;"33170";"Endogé";"engorge";"facile";"Urbain";2;0
98977;"33170";"Endogé";"engorge";"facile";"Urbain";3;0
98977;"33170";"Epigé";"engorge";"facile";"Urbain";1;0
98977;"33170";"Epigé";"engorge";"facile";"Urbain";2;0
98977;"33170";"Epigé";"engorge";"facile";"Urbain";3;0
98978;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";1;1
98978;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98978;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98978;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";1;1
98978;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98978;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98978;"33170";"Endogé";"engorge";"facile";"Urbain";1;10
98978;"33170";"Endogé";"engorge";"facile";"Urbain";2;0
98978;"33170";"Endogé";"engorge";"facile";"Urbain";3;0
98978;"33170";"Epigé";"engorge";"facile";"Urbain";1;0
98978;"33170";"Epigé";"engorge";"facile";"Urbain";2;0
98978;"33170";"Epigé";"engorge";"facile";"Urbain";3;0
98979;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";1;0
98979;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98979;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98979;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";1;0
98979;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98979;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98979;"33170";"Endogé";"engorge";"facile";"Urbain";1;2
98979;"33170";"Endogé";"engorge";"facile";"Urbain";2;0
98979;"33170";"Endogé";"engorge";"facile";"Urbain";3;0
98979;"33170";"Epigé";"engorge";"facile";"Urbain";1;0
98979;"33170";"Epigé";"engorge";"facile";"Urbain";2;0
98979;"33170";"Epigé";"engorge";"facile";"Urbain";3;0
98980;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";1;0
98980;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";2;0
98980;"33170";"Anécique tête noire";"engorge";"facile";"Urbain";3;0
98980;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";1;2
98980;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";2;0
98980;"33170";"Anécique tête rouge";"engorge";"facile";"Urbain";3;0
98980;"33170";"Endogé";"engorge";"facile";"Urbain";1;3
